number,name,address,bike_stands,available_bike_stands,last_update
4,GREEK STREET,Greek Street,20,19,1.47401E+12
4,GREEK STREET,Greek Street,20,19,1.47401E+12
4,GREEK STREET,Greek Street,20,19,1.47401E+12
4,GREEK STREET,Greek Street,20,19,1.47401E+12
4,GREEK STREET,Greek Street,20,19,1.47401E+12
4,GREEK STREET,Greek Street,20,18,1.47401E+12
4,GREEK STREET,Greek Street,20,19,1.47401E+12
4,GREEK STREET,Greek Street,20,19,1.47401E+12
4,GREEK STREET,Greek Street,20,19,1.47401E+12
4,GREEK STREET,Greek Street,20,18,1.47401E+12
4,GREEK STREET,Greek Street,20,17,1.47401E+12
4,GREEK STREET,Greek Street,20,19,1.47401E+12
4,GREEK STREET,Greek Street,20,17,1.47401E+12
4,GREEK STREET,Greek Street,20,18,1.47401E+12
4,GREEK STREET,Greek Street,20,18,1.47401E+12
4,GREEK STREET,Greek Street,20,18,1.47401E+12
4,GREEK STREET,Greek Street,20,19,1.47401E+12
4,GREEK STREET,Greek Street,20,19,1.47401E+12
4,GREEK STREET,Greek Street,20,17,1.47402E+12
4,GREEK STREET,Greek Street,20,16,1.47402E+12
4,GREEK STREET,Greek Street,20,16,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,14,1.47402E+12
4,GREEK STREET,Greek Street,20,14,1.47402E+12
4,GREEK STREET,Greek Street,20,13,1.47402E+12
4,GREEK STREET,Greek Street,20,14,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,13,1.47402E+12
4,GREEK STREET,Greek Street,20,13,1.47402E+12
4,GREEK STREET,Greek Street,20,13,1.47402E+12
4,GREEK STREET,Greek Street,20,13,1.47402E+12
4,GREEK STREET,Greek Street,20,14,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,16,1.47402E+12
4,GREEK STREET,Greek Street,20,14,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,16,1.47402E+12
4,GREEK STREET,Greek Street,20,16,1.47402E+12
4,GREEK STREET,Greek Street,20,16,1.47402E+12
4,GREEK STREET,Greek Street,20,17,1.47402E+12
4,GREEK STREET,Greek Street,20,17,1.47402E+12
4,GREEK STREET,Greek Street,20,16,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,15,1.47402E+12
4,GREEK STREET,Greek Street,20,14,1.47403E+12
4,GREEK STREET,Greek Street,20,14,1.47403E+12
4,GREEK STREET,Greek Street,20,15,1.47403E+12
4,GREEK STREET,Greek Street,20,15,1.47403E+12
4,GREEK STREET,Greek Street,20,15,1.47403E+12
4,GREEK STREET,Greek Street,20,19,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,19,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,19,1.47403E+12
4,GREEK STREET,Greek Street,20,19,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,19,1.47403E+12
4,GREEK STREET,Greek Street,20,18,1.47403E+12
4,GREEK STREET,Greek Street,20,19,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47403E+12
4,GREEK STREET,Greek Street,20,19,1.47403E+12
4,GREEK STREET,Greek Street,20,19,1.47403E+12
4,GREEK STREET,Greek Street,20,19,1.47403E+12
4,GREEK STREET,Greek Street,20,19,1.47403E+12
4,GREEK STREET,Greek Street,20,19,1.47403E+12
4,GREEK STREET,Greek Street,20,19,1.47403E+12
4,GREEK STREET,Greek Street,20,20,1.47404E+12
4,GREEK STREET,Greek Street,20,20,1.47404E+12
4,GREEK STREET,Greek Street,20,19,1.47404E+12
4,GREEK STREET,Greek Street,20,18,1.47404E+12
4,GREEK STREET,Greek Street,20,18,1.47404E+12
4,GREEK STREET,Greek Street,20,18,1.47404E+12
4,GREEK STREET,Greek Street,20,18,1.47404E+12
4,GREEK STREET,Greek Street,20,18,1.47404E+12
4,GREEK STREET,Greek Street,20,18,1.47404E+12
4,GREEK STREET,Greek Street,20,17,1.47404E+12
4,GREEK STREET,Greek Street,20,17,1.47404E+12
4,GREEK STREET,Greek Street,20,16,1.47404E+12
4,GREEK STREET,Greek Street,20,17,1.47404E+12
4,GREEK STREET,Greek Street,20,15,1.47404E+12
4,GREEK STREET,Greek Street,20,15,1.47404E+12
4,GREEK STREET,Greek Street,20,16,1.47404E+12
4,GREEK STREET,Greek Street,20,16,1.47404E+12
4,GREEK STREET,Greek Street,20,16,1.47404E+12
4,GREEK STREET,Greek Street,20,16,1.47404E+12
4,GREEK STREET,Greek Street,20,16,1.47404E+12
4,GREEK STREET,Greek Street,20,16,1.47404E+12
4,GREEK STREET,Greek Street,20,17,1.47404E+12
4,GREEK STREET,Greek Street,20,17,1.47404E+12
4,GREEK STREET,Greek Street,20,16,1.47404E+12
4,GREEK STREET,Greek Street,20,16,1.47404E+12
4,GREEK STREET,Greek Street,20,18,1.47404E+12
4,GREEK STREET,Greek Street,20,19,1.47404E+12
4,GREEK STREET,Greek Street,20,20,1.47404E+12
4,GREEK STREET,Greek Street,20,20,1.47404E+12
4,GREEK STREET,Greek Street,20,20,1.47404E+12
4,GREEK STREET,Greek Street,20,19,1.47404E+12
4,GREEK STREET,Greek Street,20,20,1.47404E+12
4,GREEK STREET,Greek Street,20,20,1.47404E+12
4,GREEK STREET,Greek Street,20,20,1.47404E+12
4,GREEK STREET,Greek Street,20,20,1.47404E+12
4,GREEK STREET,Greek Street,20,18,1.47405E+12
4,GREEK STREET,Greek Street,20,18,1.47405E+12
4,GREEK STREET,Greek Street,20,18,1.47405E+12
4,GREEK STREET,Greek Street,20,20,1.47405E+12
4,GREEK STREET,Greek Street,20,20,1.47405E+12
4,GREEK STREET,Greek Street,20,20,1.47405E+12
4,GREEK STREET,Greek Street,20,20,1.47405E+12
4,GREEK STREET,Greek Street,20,18,1.47405E+12
4,GREEK STREET,Greek Street,20,18,1.47405E+12
4,GREEK STREET,Greek Street,20,15,1.47405E+12
4,GREEK STREET,Greek Street,20,14,1.47405E+12
4,GREEK STREET,Greek Street,20,14,1.47405E+12
4,GREEK STREET,Greek Street,20,12,1.47405E+12
4,GREEK STREET,Greek Street,20,11,1.47405E+12
4,GREEK STREET,Greek Street,20,11,1.47405E+12
4,GREEK STREET,Greek Street,20,10,1.47405E+12
4,GREEK STREET,Greek Street,20,6,1.47405E+12
4,GREEK STREET,Greek Street,20,6,1.47405E+12
4,GREEK STREET,Greek Street,20,4,1.47405E+12
4,GREEK STREET,Greek Street,20,3,1.47405E+12
4,GREEK STREET,Greek Street,20,2,1.47405E+12
4,GREEK STREET,Greek Street,20,3,1.47405E+12
4,GREEK STREET,Greek Street,20,0,1.47405E+12
4,GREEK STREET,Greek Street,20,0,1.47405E+12
4,GREEK STREET,Greek Street,20,1,1.47405E+12
4,GREEK STREET,Greek Street,20,0,1.47405E+12
4,GREEK STREET,Greek Street,20,0,1.47405E+12
4,GREEK STREET,Greek Street,20,0,1.47405E+12
4,GREEK STREET,Greek Street,20,0,1.47405E+12
4,GREEK STREET,Greek Street,20,0,1.47405E+12
4,GREEK STREET,Greek Street,20,3,1.47405E+12
4,GREEK STREET,Greek Street,20,3,1.47405E+12
4,GREEK STREET,Greek Street,20,2,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,2,1.47406E+12
4,GREEK STREET,Greek Street,20,2,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,1,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47406E+12
4,GREEK STREET,Greek Street,20,0,1.47407E+12
4,GREEK STREET,Greek Street,20,0,1.47407E+12
4,GREEK STREET,Greek Street,20,0,1.47407E+12
4,GREEK STREET,Greek Street,20,0,1.47407E+12
4,GREEK STREET,Greek Street,20,1,1.47407E+12
4,GREEK STREET,Greek Street,20,2,1.47407E+12
4,GREEK STREET,Greek Street,20,1,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,1,1.47459E+12
4,GREEK STREET,Greek Street,20,1,1.47459E+12
4,GREEK STREET,Greek Street,20,1,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,3,1.47459E+12
4,GREEK STREET,Greek Street,20,1,1.47459E+12
4,GREEK STREET,Greek Street,20,1,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.47459E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,0,1.4746E+12
4,GREEK STREET,Greek Street,20,1,1.4746E+12
4,GREEK STREET,Greek Street,20,1,1.4746E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,0,1.47461E+12
4,GREEK STREET,Greek Street,20,0,1.47461E+12
4,GREEK STREET,Greek Street,20,0,1.47461E+12
4,GREEK STREET,Greek Street,20,0,1.47461E+12
4,GREEK STREET,Greek Street,20,0,1.47461E+12
4,GREEK STREET,Greek Street,20,0,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,3,1.47461E+12
4,GREEK STREET,Greek Street,20,3,1.47461E+12
4,GREEK STREET,Greek Street,20,3,1.47461E+12
4,GREEK STREET,Greek Street,20,3,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,1,1.47461E+12
4,GREEK STREET,Greek Street,20,2,1.47461E+12
4,GREEK STREET,Greek Street,20,2,1.47461E+12
4,GREEK STREET,Greek Street,20,2,1.47461E+12
4,GREEK STREET,Greek Street,20,2,1.47461E+12
4,GREEK STREET,Greek Street,20,5,1.47461E+12
4,GREEK STREET,Greek Street,20,5,1.47461E+12
4,GREEK STREET,Greek Street,20,7,1.47461E+12
4,GREEK STREET,Greek Street,20,12,1.47461E+12
4,GREEK STREET,Greek Street,20,15,1.47461E+12
4,GREEK STREET,Greek Street,20,19,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,19,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,19,1.47462E+12
4,GREEK STREET,Greek Street,20,19,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,18,1.47462E+12
4,GREEK STREET,Greek Street,20,17,1.47462E+12
4,GREEK STREET,Greek Street,20,17,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,19,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47462E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,19,1.47463E+12
4,GREEK STREET,Greek Street,20,17,1.47463E+12
4,GREEK STREET,Greek Street,20,17,1.47463E+12
4,GREEK STREET,Greek Street,20,18,1.47463E+12
4,GREEK STREET,Greek Street,20,19,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,19,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,19,1.47463E+12
4,GREEK STREET,Greek Street,20,19,1.47463E+12
4,GREEK STREET,Greek Street,20,19,1.47463E+12
4,GREEK STREET,Greek Street,20,19,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,19,1.47463E+12
4,GREEK STREET,Greek Street,20,19,1.47463E+12
4,GREEK STREET,Greek Street,20,20,1.47463E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,20,1.47464E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,20,1.47464E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,18,1.47464E+12
4,GREEK STREET,Greek Street,20,20,1.47464E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,18,1.47464E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,18,1.47464E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,19,1.47464E+12
4,GREEK STREET,Greek Street,20,20,1.47464E+12
4,GREEK STREET,Greek Street,20,20,1.47464E+12
